0.000000	57.349414	msg1
57.349414	157.212531	msg2
157.212531	182.986543	msg3
182.986543	229.704336	msg4
229.704336	320.788699	msg5
320.788699	435.193624	msg6
435.193624	574.209728	msg7
574.209728	695.936669	msg8
695.936669	760.876447	msg9
760.876447	812.501142	msg10
812.501142	858.094437	msg11
858.094437	895.509563	msg12
895.509563	954.494610	msg13
954.494610	1053.092667	msg14
1053.092667	1144.023689	msg15
1144.023689	1199.328560	msg16
1199.328560	1221.460732	msg17
1221.460732	1316.276384	msg18
1316.276384	1481.884317	msg19
1481.884317	1682.977839	msg20
1682.977839	1883.636895	msg21
1883.636895	1952.742427	msg22
1952.742427	1960.920597	msg23
1960.920597	1968.689858	msg24
1968.689858	1993.735502	msg25
1993.735502	2021.643506	msg26
2021.643506	2087.784452	msg27
2087.784452	2154.692101	msg28
2154.692101	2270.873222	msg29
2270.873222	2284.955007	msg30
2284.955007	2288.277389	msg31
2288.277389	2374.710418	msg32
2374.710418	2428.814121	msg33
2428.814121	2436.736722	msg34
2436.736722	2458.255531	msg35
2458.255531	2482.687812	msg36
2482.687812	2514.557117	msg37
2514.557117	2546.375308	msg38
2546.375308	2641.727653	msg39
2641.727653	2672.779140	msg40
2672.779140	2747.660505	msg41
2747.660505	2823.104119	msg42
2830.362244	2950.070201	msg43
2956.203828	2990.092118	msg44
2990.092118	2998.270287	msg45
2998.270287	3060.884398	msg46
3060.884398	3108.931143	msg47
3108.931143	3131.216655	msg48
3131.216655	3177.321086	msg49
3177.321086	3247.704458	msg50
3249.288978	3251.997997	msg51
3255.115924	3296.824588	msg52
3296.824588	3308.069571	msg53
3308.095128	3321.691335	msg54
3321.691335	3329.051687	msg55
3329.051687	3330.073959	msg56
3330.073959	3425.451861	msg57
3425.451861	3522.708186	msg58
3522.708186	3618.840013	msg59
3618.840013	3620.309528	msg60
3620.309528	3625.446441	msg61
3625.446441	3703.177386	msg62
3704.506339	3746.828366	msg63
3746.828366	3802.363249	msg64
3802.363249	3844.608605	msg65
3847.113170	3862.447238	msg66
3863.316168	3880.899233	msg66
3880.899233	3883.097116	msg67
3883.097116	3885.448339	msg68
3886.368384	3892.655351	msg69
3892.655351	3911.503476	msg70
3911.503476	3925.368029	msg71
3925.981392	3944.995636	msg72
3944.995636	4111.370273	msg73
4111.370273	4199.490049	msg74
4199.490049	4223.820103	msg75
4240.687578	4366.324707	msg76
4366.324707	4372.356107	msg77
4372.356107	4475.298816	msg78
4475.298816	4666.514642	msg79
4696.978324	4728.208709	msg80
4773.393095	4789.736656	msg81
