0.000000	10.885775	msg1
10.885775	295.873176	msg2
295.873176	455.828190	msg3
455.828190	867.615672	msg4
867.615672	1060.332271	msg5
1060.332271	1367.295004	msg6
1367.295004	1419.861400	msg7
1419.861400	1433.453216	msg8
1434.780172	1437.415127	msg9
1441.623471	1508.634727	msg10
1511.667768	1553.011912	msg11
1553.011912	1567.210336	msg12
1567.210336	1579.797458	msg13
1579.797458	1649.367842	msg14
1649.367842	1673.011346	msg15
1673.011346	1826.478495	msg16
1826.497452	2040.288948	msg17
2040.288948	2173.259373	msg18
2294.078676	2319.632049	msg19
2319.632049	2417.940499	msg20
2419.267455	2600.346428	msg21
2600.572941	2811.859425	msg22
2818.579317	2883.664111	msg23
2884.771509	2887.086977	msg24
2911.047041	2946.383101	msg25
2946.383101	2988.111867	msg26
2994.705918	3000.343580	msg27
3000.343580	3016.451186	msg28
3018.061946	3059.941721	msg29
3063.263915	3076.452017	msg30
3077.660087	3078.868158	msg31
3080.023753	3080.507880	msg32
3081.597167	3106.403379	msg33
3106.403379	3165.224857	msg34
3165.224857	3272.822169	msg35
3272.822169	3389.496869	msg36
3389.496869	3451.586206	msg37
3451.586206	3564.145824	msg38
3564.145824	3639.063223	msg39
3639.063223	3649.748994	msg40
3649.748994	3804.659855	msg41
3804.659855	3862.079377	msg42
3863.015057	3871.342125	msg43
