0.000000	27.582248	msg1
27.582248	45.841414	msg2
45.841414	157.261029	msg3
161.904979	200.252746	msg4
200.252746	271.459977	msg5
271.459977	284.477110	msg6
287.924891	295.770351	msg7
355.402889	370.319819	msg8
370.530908	404.938354	msg9
406.275249	520.984328	msg10
524.555244	555.444547	msg11
555.444547	596.501285	msg12
596.501285	624.118714	msg13
624.118714	649.590076	msg14
