0.000000	86.281261	msg1
86.281261	226.139393	msg2
226.139393	432.739476	msg3
432.739476	544.267692	msg4
547.267330	613.426018	msg5
614.092604	752.575902	msg6
752.575902	890.309291	msg7
890.309291	910.536018	msg8
913.514826	1116.865300	msg9
1116.865300	1122.864577	msg10
1129.197146	1281.303802	msg11
1281.303802	1393.998543	msg12
1396.581565	1495.736273	msg13
1496.902799	1498.787989	msg14
1499.100451	1499.871191	msg15
